,cell.ID,nucleus.x,nucleus.y,CD15.score.normalized,CK.score.normalized,CD3.score.normalized,CD11c.score.normalized,CD20.score.normalized,CD163.score.normalized,tissue.type,in.ROI.adipose_tissue,in.ROI.necrosis,in.ROI.tumor_tissue
23113,24721,11009.54,46916.59,0.31,1.32,0.16,0.0,0.39,0.06,tumor,False,False,True
23114,24722,10683.33,46457.6,0.0,1.4,0.36,0.0,0.39,0.59,tumor,False,False,True
23115,24723,10619.15,46770.77,0.37,1.81,0.34,0.47,0.42,5.0,tumor,False,False,True
23116,24724,10627.35,46837.91,0.05,1.42,0.38,0.0,0.21,1.49,stroma,False,False,True
23117,24725,11037.78,46925.83,0.07,1.25,0.17,0.48,0.68,0.71,stroma,False,False,True
23118,24726,10861.09,46942.71,0.31,0.0,0.46,0.33,0.49,0.04,tumor,False,False,True
23119,24727,10971.12,46974.99,0.18,0.0,0.33,0.29,0.4,0.21,stroma,False,False,True
23120,24729,11069.49,46487.76,0.12,1.24,0.57,0.17,0.26,0.11,stroma,False,False,True
23121,24731,11160.7,47011.98,0.09,1.02,1.14,0.04,0.31,2.85,stroma,False,False,True
23122,24732,10971.94,46490.07,0.3,0.55,0.48,0.11,0.19,0.09,stroma,False,False,True
23123,24733,11037.92,46737.5,0.07,0.0,0.32,0.02,0.17,0.52,stroma,False,False,True
23124,24734,11005.09,46777.13,0.0,1.15,0.28,0.37,0.33,0.48,tumor,False,False,True
23125,24735,10681.7,46852.01,0.07,0.61,0.17,0.17,0.34,0.97,tumor,False,False,True
23126,24736,10942.85,46734.67,0.05,0.77,0.27,0.19,0.37,0.16,tumor,False,False,True
23127,24737,10596.83,46973.83,0.18,0.66,1.4,0.26,0.72,0.28,tumor,False,False,True
23128,24738,10995.33,46724.3,0.21,1.12,1.48,0.45,0.19,0.42,stroma,False,False,True
23129,24739,11054.17,46984.95,0.14,1.67,0.26,0.0,0.42,0.0,tumor,False,False,True
23130,24741,10979.53,46824.93,0.48,1.02,0.27,0.46,0.22,1.36,stroma,False,False,True
23131,24742,10882.64,46609.2,0.0,0.85,0.11,0.05,0.34,0.0,stroma,False,False,True
23132,24743,10727.47,46741.24,0.0,0.24,0.28,0.01,0.25,1.15,stroma,False,False,True
23133,24744,10577.63,46701.63,0.34,0.46,0.17,0.57,0.46,3.42,stroma,False,False,True
23134,24745,10721.16,46857.7,0.0,0.97,0.11,0.0,0.36,0.59,tumor,False,False,True
23135,24746,10952.56,47036.61,0.03,1.38,3.29,0.28,0.37,2.29,tumor,False,False,True
23136,24747,10838.62,46786.59,0.0,0.77,0.29,0.86,0.32,3.5,stroma,False,False,True
23137,24748,11098.51,47023.68,0.29,0.54,0.2,0.0,0.32,1.5,tumor,False,False,True
23138,24750,10772.14,46983.21,0.51,1.83,0.61,0.17,0.47,1.98,tumor,False,False,True
23139,24751,11125.47,46831.38,0.0,0.99,0.43,0.32,0.24,0.26,tumor,False,False,True
23140,24752,10823.8,46882.88,0.1,0.92,0.11,0.53,0.39,2.2,stroma,False,False,True
23141,24753,11043.39,47006.87,0.32,0.72,0.23,0.49,0.37,0.3,tumor,False,False,True
23142,24754,11100.67,46524.86,0.53,0.17,0.66,0.26,1.1,0.07,stroma,False,False,True
23143,24755,10821.82,47002.45,0.16,2.47,0.61,0.0,0.49,2.83,tumor,False,False,True
23144,24756,10670.84,46997.38,0.07,0.69,6.2,0.0,0.2,0.62,tumor,False,False,True
23145,24757,10799.61,46786.46,0.0,1.4,0.46,0.54,0.31,2.12,stroma,False,False,True
23146,24759,11051.76,46729.92,0.0,0.07,0.17,0.33,0.18,2.12,stroma,False,False,True
23147,24760,10662.84,46807.85,0.63,0.15,0.48,0.17,0.42,5.24,tumor,False,False,True
23148,24762,10988.54,46974.46,0.11,0.68,0.08,0.0,0.38,0.43,stroma,False,False,True
23149,24763,10852.58,46912.91,0.43,0.69,0.17,0.17,0.37,0.0,tumor,False,False,True
23150,24764,11064.45,46562.55,0.0,0.48,2.39,0.0,0.19,0.0,stroma,False,False,True
23151,24765,10639.03,46714.0,0.38,1.08,0.2,0.0,0.29,1.75,stroma,False,False,True
23152,24766,11003.42,46483.76,0.42,0.24,0.33,0.4,0.68,1.3,stroma,False,False,True
23153,24767,10646.8,46623.18,0.1,1.36,0.53,0.2,0.13,0.21,tumor,False,False,True
23154,24768,11023.2,46565.38,0.0,1.08,0.31,0.0,0.17,0.32,stroma,False,False,True
23155,24769,10789.31,46646.65,0.0,0.96,0.32,0.19,0.49,1.62,stroma,False,False,True
23156,24771,11013.67,46873.19,0.41,0.3,4.83,0.26,0.56,5.09,tumor,False,False,True
23157,24772,10939.16,47010.41,0.3,0.58,0.89,0.45,0.38,2.25,tumor,False,False,True
23158,24773,10674.36,46917.54,0.22,1.13,1.74,0.16,0.38,0.77,tumor,False,False,True
23159,24774,10701.39,47001.48,0.0,2.52,1.15,0.18,0.29,0.68,stroma,False,False,True
23160,24775,10770.02,46455.31,0.03,0.43,0.38,0.1,0.34,0.16,stroma,False,False,True
23161,24776,11009.2,46884.98,0.36,0.59,0.98,0.33,0.46,2.35,tumor,False,False,True
23162,24777,10708.98,46531.48,0.3,0.43,0.22,0.52,0.18,0.29,stroma,False,False,True
23163,24778,10594.21,46742.67,0.25,0.88,0.38,0.32,0.24,0.87,stroma,False,False,True
23164,24779,10723.55,46753.74,0.09,1.24,5.24,0.0,0.3,0.98,tumor,False,False,True
23165,24780,11022.13,46873.79,0.01,0.78,3.82,0.51,0.52,2.25,tumor,False,False,True
23166,24781,10792.42,46722.97,0.0,1.58,2.91,0.04,0.38,0.85,stroma,False,False,True
23167,24782,11123.15,46879.67,0.13,1.91,0.94,0.0,0.33,2.02,tumor,False,False,True
23168,24783,10906.84,46825.28,0.11,0.0,0.57,0.46,0.39,0.33,stroma,False,False,True
23169,24784,11132.93,46754.21,0.2,0.57,0.34,0.26,0.25,0.52,stroma,False,False,True
23170,24785,11141.5,46893.63,0.0,1.26,0.24,0.1,0.36,3.21,tumor,False,False,True
23171,24787,10743.0,46656.67,0.16,0.86,2.31,0.55,0.98,2.86,stroma,False,False,True
23172,24788,10623.45,46871.86,0.24,1.29,3.8,0.09,0.29,0.65,stroma,False,False,True
23173,24790,10735.28,46816.65,0.29,1.96,0.2,0.19,0.46,0.88,tumor,False,False,True
23174,24791,10751.18,46611.64,0.2,2.23,2.5,0.15,0.83,3.61,tumor,False,False,True
23175,24792,10753.17,46714.75,0.22,1.33,0.4,0.38,0.31,0.25,stroma,False,False,True
23176,24793,10650.74,46948.74,0.32,0.19,6.86,0.15,0.6,1.12,tumor,False,False,True
23177,24795,10873.85,46732.48,0.13,0.18,0.16,0.09,0.25,3.38,stroma,False,False,True
23178,24797,10801.61,46600.73,0.07,1.7,0.0,0.66,0.33,0.73,tumor,False,False,True
23179,24798,11130.01,46807.14,0.02,1.72,2.88,0.71,0.29,1.79,tumor,False,False,True
23180,24799,10979.94,46765.89,0.0,1.53,0.31,0.29,0.28,0.09,stroma,False,False,True
23181,24800,10667.76,46573.52,0.38,3.11,0.79,0.58,0.61,0.58,tumor,False,False,True
23182,24801,10590.71,46723.46,0.0,0.26,0.23,0.38,0.23,0.07,stroma,False,False,True
23183,24802,11000.26,46504.4,0.1,1.47,0.58,0.0,0.55,0.21,stroma,False,False,True
23184,24803,10611.33,46826.65,0.16,1.0,1.73,0.31,0.2,0.13,stroma,False,False,True
23185,24804,10643.84,46897.65,0.33,0.72,4.97,0.0,0.13,0.2,stroma,False,False,True
23186,24805,10692.34,46741.38,0.28,1.2,0.32,0.39,0.43,3.88,tumor,False,False,True
23187,24806,10797.15,46776.61,0.14,1.51,0.13,0.26,0.45,6.09,stroma,False,False,True
23188,24807,10981.07,46875.07,0.4,0.59,4.33,0.19,0.29,1.53,tumor,False,False,True
23189,24809,10806.11,46861.76,0.0,0.08,0.32,0.04,0.32,0.3,stroma,False,False,True
23190,24810,10767.96,46626.64,0.25,0.86,1.34,0.5,0.76,1.26,stroma,False,False,True
23191,24811,11155.1,46864.93,0.0,1.18,0.36,0.53,0.35,2.59,tumor,False,False,True
23192,24812,10899.8,46473.78,0.2,0.23,0.27,0.47,0.12,0.17,stroma,False,False,True
23193,24813,10803.17,46944.79,0.0,1.18,0.04,0.57,0.31,0.0,tumor,False,False,True
23194,24814,10753.99,46977.42,0.0,1.11,5.91,0.43,0.42,1.26,tumor,False,False,True
23195,24815,11041.93,46775.14,0.23,1.46,5.81,0.0,0.17,1.44,stroma,False,False,True
23196,24816,10783.96,47029.3,0.0,0.25,4.01,0.0,0.12,0.17,stroma,False,False,True
23197,24818,10716.04,46472.63,0.02,1.52,0.23,0.0,0.15,0.94,stroma,False,False,True
23198,24819,10614.01,46512.16,0.06,1.2,0.54,0.48,0.24,0.09,stroma,False,False,True
23199,24820,11093.79,46771.51,0.0,0.35,0.21,0.2,0.31,0.01,tumor,False,False,True
23200,24821,11055.18,46633.41,0.45,1.53,0.42,0.0,0.36,0.07,tumor,False,False,True
23201,24823,11131.46,46625.45,0.06,0.81,3.39,0.65,0.2,0.14,tumor,False,False,True
23202,24824,10672.57,46949.6,0.02,1.09,0.67,0.0,0.15,0.77,stroma,False,False,True
23203,24825,11117.36,46755.18,0.0,0.38,0.56,0.09,0.37,2.82,stroma,False,False,True
23204,24826,10987.39,47022.04,0.16,0.91,0.13,0.27,0.33,0.33,tumor,False,False,True
23205,24827,11173.35,46715.28,0.0,0.79,0.54,0.05,0.23,0.35,stroma,False,False,True
23206,24828,10785.23,46538.69,0.16,0.14,0.78,0.1,0.04,0.51,stroma,False,False,True
23207,24829,11153.7,46637.79,0.14,0.23,0.24,0.0,0.14,1.01,stroma,False,False,True
23208,24830,10718.25,46970.31,0.0,0.48,2.74,0.34,0.14,0.09,stroma,False,False,True
23209,24831,10773.55,46637.44,0.03,0.75,0.48,0.0,0.42,1.78,stroma,False,False,True
23210,24833,10644.75,46994.31,0.0,1.46,2.28,0.68,0.68,0.66,tumor,False,False,True
23211,24834,11016.57,47009.51,0.22,1.26,0.31,0.39,0.38,0.27,tumor,False,False,True
23212,24835,10805.74,46897.76,0.22,2.05,0.24,0.17,0.45,0.37,tumor,False,False,True
23213,24837,10838.1,46625.73,0.08,0.06,0.34,0.0,0.3,0.67,stroma,False,False,True
23214,24838,10693.71,46737.25,0.0,0.89,0.56,0.22,0.35,0.41,stroma,False,False,True
23215,24839,10583.39,46905.05,0.14,0.45,0.55,0.15,0.17,0.81,stroma,False,False,True
23216,24840,10991.82,46991.3,0.31,0.78,0.21,0.27,0.38,0.25,tumor,False,False,True
23217,24841,11118.25,46617.62,0.3,0.36,0.32,0.02,0.37,0.17,stroma,False,False,True
23218,24842,10581.73,46934.51,0.0,0.89,2.0,0.0,0.1,0.35,stroma,False,False,True
23219,24844,10952.96,46871.81,0.14,1.86,0.23,0.0,0.31,3.03,tumor,False,False,True
23220,24845,10841.09,46568.78,0.16,1.64,0.39,0.15,0.25,0.35,stroma,False,False,True
23221,24846,10951.08,46484.29,0.0,0.49,0.61,0.38,0.1,0.0,stroma,False,False,True
23222,24847,10733.33,46733.63,0.12,0.15,0.48,0.59,0.41,0.27,stroma,False,False,True
23223,24848,11114.27,46713.56,0.01,1.13,0.28,0.17,0.32,2.28,stroma,False,False,True
23224,24849,10708.22,46777.06,0.39,0.34,0.17,0.02,0.35,4.1,tumor,False,False,True
23225,24850,11095.76,46856.61,0.0,1.07,0.32,0.35,0.25,0.23,tumor,False,False,True
23226,24851,10943.02,46788.87,0.04,0.64,0.16,0.11,0.24,0.44,stroma,False,False,True
23227,24852,10586.55,46591.48,0.0,0.16,0.29,0.4,0.09,0.18,stroma,False,False,True
23228,24853,10955.77,46804.38,0.0,0.72,0.35,0.02,0.23,0.0,stroma,False,False,True
23229,24855,10852.97,46813.95,0.12,1.37,5.68,0.52,0.28,0.66,stroma,False,False,True
23230,24856,10975.57,46873.44,0.06,1.27,0.43,0.35,0.52,2.89,tumor,False,False,True
23231,24858,10623.12,46986.5,0.19,0.38,1.1,0.52,0.33,0.03,tumor,False,False,True
23232,24860,11080.52,46535.21,0.2,0.72,0.4,0.05,0.52,0.0,stroma,False,False,True
23233,24861,10936.1,46493.51,0.06,0.99,0.5,0.29,0.31,0.65,stroma,False,False,True
23234,24862,11065.15,46565.02,0.07,2.32,0.52,0.1,0.46,0.29,stroma,False,False,True
23235,24863,10958.82,46525.14,0.41,1.65,0.57,0.08,0.53,0.6,stroma,False,False,True
23236,24864,11029.27,46927.88,0.17,0.57,0.95,0.5,0.48,0.92,stroma,False,False,True
23237,24865,10638.88,46502.05,0.0,0.61,0.54,0.21,0.27,1.55,tumor,False,False,True
23238,24866,11129.18,46714.59,0.0,0.33,0.41,0.1,0.25,0.0,stroma,False,False,True
23239,24869,11031.3,46792.01,0.13,1.57,2.97,0.28,0.19,1.16,stroma,False,False,True
23240,24870,11082.73,46711.6,0.3,0.0,0.19,0.38,0.39,0.61,tumor,False,False,True
23241,24871,11165.35,46822.2,0.2,0.9,0.31,0.62,0.41,3.9,tumor,False,False,True
23242,24872,11072.49,46660.09,0.19,0.85,0.59,0.15,0.5,0.25,tumor,False,False,True
23243,24873,10661.16,46570.39,0.22,1.85,7.98,0.28,0.31,0.89,tumor,False,False,True
23244,24875,10980.24,46739.19,0.01,0.66,0.3,0.2,0.22,0.44,stroma,False,False,True
23245,24876,10699.72,47014.0,0.46,1.46,4.15,0.0,0.16,0.77,stroma,False,False,True
23246,24877,10670.65,46564.89,0.7,0.81,0.31,0.21,0.37,0.95,stroma,False,False,True
23247,24878,11103.52,46780.12,0.0,0.74,0.14,0.18,0.23,0.94,stroma,False,False,True
23248,24879,10655.7,46876.85,0.0,1.62,3.87,0.33,0.33,2.49,tumor,False,False,True
23249,24880,10680.18,46755.39,0.43,0.55,2.04,0.16,0.25,0.85,tumor,False,False,True
23250,24881,10960.95,46856.26,0.0,1.17,0.31,0.14,0.27,2.27,tumor,False,False,True
23251,24883,10937.94,46962.86,0.19,1.24,0.17,0.52,0.35,0.68,tumor,False,False,True
23252,24884,10757.05,46582.71,0.4,2.07,0.77,0.59,0.83,1.28,tumor,False,False,True
23253,24885,10740.61,46897.9,0.28,0.69,0.26,0.22,1.11,0.14,tumor,False,False,True
23254,24886,11007.1,46731.55,0.0,0.43,0.1,0.6,0.34,2.1,stroma,False,False,True
23255,24887,10943.93,46890.41,0.29,0.95,0.24,0.0,0.33,0.78,tumor,False,False,True
23256,24888,10999.66,46781.77,0.26,1.82,0.32,0.16,0.42,0.0,tumor,False,False,True
23257,24889,10628.84,46453.0,0.0,1.83,0.24,0.18,0.47,0.2,tumor,False,False,True
23258,24890,11048.92,46848.6,0.0,0.86,2.0,0.19,0.41,2.66,tumor,False,False,True
23259,24891,10601.07,47011.7,0.04,1.21,3.42,0.38,0.18,0.34,stroma,False,False,True
23260,24892,10600.14,46932.24,0.0,0.78,0.95,0.43,0.15,0.29,stroma,False,False,True
23261,24893,10776.44,46618.77,0.0,1.86,0.29,0.34,0.37,0.84,stroma,False,False,True
23262,24894,10856.09,46805.63,0.18,0.39,1.98,0.07,0.42,2.3,stroma,False,False,True
23263,24895,10667.03,46518.16,0.0,0.7,0.67,0.0,0.26,0.05,stroma,False,False,True
23264,24896,11164.02,46959.98,0.21,1.48,0.35,0.32,0.29,0.2,stroma,False,False,True
23265,24897,10649.37,46976.76,0.03,1.07,5.83,0.33,0.56,0.0,tumor,False,False,True
23266,24898,10870.81,46839.42,0.34,1.7,3.3,0.48,0.35,2.45,tumor,False,False,True
23267,24899,10625.16,46484.13,0.67,0.48,0.18,0.42,0.44,0.32,tumor,False,False,True
23268,24901,10620.86,46771.83,0.0,0.96,0.52,0.46,0.49,1.47,tumor,False,False,True
23269,24902,10880.64,47037.69,0.08,1.41,2.2,0.54,0.79,0.74,tumor,False,False,True
23270,24904,10639.34,46950.63,0.0,1.83,4.39,0.37,1.26,1.0,tumor,False,False,True
23271,24905,10742.79,46943.33,0.14,0.96,2.62,0.0,0.22,1.56,stroma,False,False,True
23272,24906,10691.52,46882.75,0.17,2.1,0.0,0.42,0.34,0.07,tumor,False,False,True
23273,24907,10772.11,46766.41,0.28,1.36,0.38,0.41,0.4,2.91,stroma,False,False,True
23274,24908,10876.77,46564.19,0.04,0.85,0.63,0.44,0.57,0.38,stroma,False,False,True
23275,24909,10911.35,46622.47,0.07,1.17,0.16,0.5,0.67,0.39,tumor,False,False,True
23276,24910,10842.24,46737.01,0.0,1.29,0.52,0.57,0.32,0.4,tumor,False,False,True
23277,24911,10917.08,46541.61,0.0,0.92,1.09,0.27,0.47,0.0,tumor,False,False,True
23278,24912,10916.24,46901.24,0.2,0.45,0.24,0.21,0.38,0.1,stroma,False,False,True
23279,24913,10673.51,47008.67,0.58,0.0,2.87,0.43,0.28,2.44,stroma,False,False,True
23280,24914,10972.42,46901.9,0.09,1.78,0.27,0.38,0.34,0.47,tumor,False,False,True
23281,24915,10934.1,46904.76,0.15,2.02,0.34,0.03,0.44,0.0,tumor,False,False,True
23282,24916,10578.87,46809.38,0.1,1.53,0.24,0.18,0.34,2.58,stroma,False,False,True
23283,24917,10669.36,46475.34,0.32,1.75,0.17,0.4,0.47,0.37,tumor,False,False,True
23284,24918,11153.02,46755.71,0.0,1.64,0.3,0.2,0.31,0.53,tumor,False,False,True
23285,24920,10782.7,46964.87,0.24,1.01,4.71,0.61,0.36,2.71,stroma,False,False,True
23286,24922,10584.81,46869.04,0.11,0.27,2.43,0.0,0.21,0.15,stroma,False,False,True
23287,24923,11069.86,46606.84,0.0,1.46,0.32,0.0,0.38,0.13,stroma,False,False,True
23288,24924,10736.77,46808.13,0.19,2.11,0.03,0.68,0.44,0.43,tumor,False,False,True
23289,24925,10893.73,46592.16,0.18,0.73,1.28,0.08,0.3,0.66,stroma,False,False,True
23290,24926,11033.57,46847.37,0.36,0.1,0.53,0.05,0.39,2.55,stroma,False,False,True
23291,24927,10665.29,46956.54,0.0,1.27,1.03,0.13,0.25,0.45,tumor,False,False,True
23292,24928,11158.35,46847.69,0.48,2.18,2.44,0.05,0.36,5.12,tumor,False,False,True
23293,24930,10923.45,46805.74,0.03,1.3,0.26,0.22,0.33,0.32,stroma,False,False,True
23294,24931,10940.03,46879.14,0.09,1.28,0.19,0.4,0.45,4.45,stroma,False,False,True
23295,24932,11009.99,46999.84,0.14,2.21,0.17,0.53,0.47,0.49,tumor,False,False,True
23296,24933,10794.29,46921.92,0.05,0.62,0.27,0.14,0.38,0.06,tumor,False,False,True
23297,24935,10763.63,46939.52,0.0,1.58,0.0,0.2,0.48,0.59,tumor,False,False,True
23298,24936,10700.84,46496.58,0.0,0.31,0.41,0.19,0.27,0.19,stroma,False,False,True
23299,24937,10671.24,46793.03,0.39,2.56,0.1,0.01,0.35,1.6,tumor,False,False,True
23300,24939,10756.57,46621.09,0.09,1.57,0.23,0.34,0.5,2.18,tumor,False,False,True
23301,24940,10765.99,46958.08,0.1,0.79,2.78,0.83,0.21,0.62,stroma,False,False,True
23302,24941,10734.65,46923.22,0.57,1.18,2.35,0.3,0.34,3.34,tumor,False,False,True
23303,24943,10676.19,46918.23,0.03,1.18,4.71,0.0,0.37,0.97,tumor,False,False,True
23304,24946,10645.12,46781.32,0.37,1.81,0.12,0.25,0.44,4.59,tumor,False,False,True
23305,24947,11074.97,46625.75,0.0,0.89,2.6,0.25,0.33,0.04,stroma,False,False,True
23306,24948,10821.47,46876.67,0.05,0.79,0.19,0.48,0.43,0.0,tumor,False,False,True
23307,24949,10777.93,46715.33,0.2,0.96,3.38,0.0,0.32,0.7,stroma,False,False,True
23308,24950,11041.06,46658.1,0.05,0.63,0.18,0.33,0.21,1.96,stroma,False,False,True
23309,24951,10915.45,46876.98,0.21,1.89,3.33,0.0,0.38,0.82,stroma,False,False,True
23310,24952,11066.63,46906.72,0.79,0.9,0.23,0.52,0.67,6.02,stroma,False,False,True
23311,24953,10914.9,46990.89,0.07,0.76,0.15,0.55,0.37,3.24,stroma,False,False,True
23312,24954,10791.77,46733.22,0.14,1.97,0.36,0.0,0.32,1.23,stroma,False,False,True
23313,24955,11023.03,46815.13,0.26,0.68,0.31,0.36,0.28,0.0,stroma,False,False,True
23314,24956,10793.08,46853.15,0.54,0.06,0.31,0.0,0.39,0.54,stroma,False,False,True
23315,24957,11054.15,47025.98,0.3,0.45,0.46,0.0,0.33,0.57,tumor,False,False,True
23316,24959,10949.1,46521.46,0.4,1.66,10.13,0.62,0.62,0.5,tumor,False,False,True
23317,24960,10842.62,46568.57,0.17,0.86,0.54,0.36,0.27,1.36,tumor,False,False,True
23318,24961,10963.26,46663.23,0.0,1.47,0.71,0.05,0.37,0.8,tumor,False,False,True
23319,24963,10580.19,46450.26,0.22,1.97,0.0,0.32,0.43,0.0,tumor,False,False,True
23320,24964,10798.06,46886.79,0.48,1.75,0.19,0.09,0.46,0.53,tumor,False,False,True
23321,24965,11147.43,46554.72,0.0,0.72,0.67,0.52,0.49,0.0,stroma,False,False,True
23322,24966,11138.81,46853.87,0.0,0.9,0.5,0.05,0.3,0.43,tumor,False,False,True
23323,24967,10682.8,46501.6,0.0,0.0,2.94,0.0,0.18,0.72,stroma,False,False,True
23324,24968,10686.7,46706.29,0.22,0.94,0.44,0.0,0.35,0.84,stroma,False,False,True
23325,24969,10715.86,46891.86,0.23,1.02,0.22,0.44,0.42,0.46,tumor,False,False,True
23326,24970,10702.64,46616.49,0.38,1.89,1.0,0.54,1.14,1.79,tumor,False,False,True
23327,24971,10944.9,46745.94,0.12,1.53,0.57,0.27,0.46,0.71,tumor,False,False,True
23328,24972,10892.16,47000.82,0.45,0.97,1.25,0.31,0.37,4.08,tumor,False,False,True
23329,24973,10753.35,46962.68,0.3,1.04,2.61,0.57,0.36,1.53,tumor,False,False,True
23330,24974,10750.42,46622.43,0.56,1.66,1.3,0.58,0.5,2.82,tumor,False,False,True
23331,24975,11120.71,46918.78,0.0,1.89,2.37,0.0,0.29,0.9,tumor,False,False,True
23332,24976,11103.32,46496.04,0.0,0.0,0.49,0.37,0.23,0.53,stroma,False,False,True
23333,24977,10944.41,46549.76,0.31,0.96,0.11,0.57,3.85,0.44,stroma,False,False,True
23334,24978,10611.6,46592.66,0.17,0.0,0.72,0.0,0.15,0.43,stroma,False,False,True
23335,24979,10705.19,46461.13,0.14,1.07,1.91,0.0,0.21,0.0,stroma,False,False,True
23336,24980,11097.32,46698.96,0.83,1.36,2.23,0.61,0.52,0.94,tumor,False,False,True
23337,24981,11008.16,46560.13,0.29,0.63,2.27,0.48,0.27,0.22,stroma,False,False,True
23338,24982,10627.61,46833.33,0.33,1.98,2.97,0.18,0.25,3.37,tumor,False,False,True
23339,24983,11100.48,46984.67,0.34,0.96,0.14,0.3,0.43,0.0,stroma,False,False,True
23340,24984,10859.41,46989.31,0.08,1.81,0.48,0.27,0.5,5.36,tumor,False,False,True
23341,24985,10600.23,46925.36,0.3,0.67,0.89,0.0,0.17,0.61,stroma,False,False,True
23342,24986,10651.0,46526.23,0.0,1.13,0.67,0.16,0.17,0.25,stroma,False,False,True
23343,24987,11052.96,47023.35,0.21,1.55,0.14,0.43,0.37,0.16,tumor,False,False,True
23344,24988,11026.33,46998.22,0.03,1.58,0.2,0.1,0.34,0.0,tumor,False,False,True
23345,24989,10988.07,46513.56,0.25,1.17,0.37,0.08,0.43,0.72,stroma,False,False,True
23346,24990,10880.6,47022.64,0.14,1.18,2.04,0.56,0.24,0.07,stroma,False,False,True
23347,24991,10797.74,46878.77,0.0,0.78,0.27,0.25,0.46,0.0,tumor,False,False,True
23348,24993,11047.02,46482.03,0.0,0.0,2.04,0.11,0.2,0.84,stroma,False,False,True
23349,24995,11004.55,46592.87,0.0,1.42,0.54,0.0,0.54,0.0,tumor,False,False,True
23350,24996,10762.52,46995.42,0.41,0.96,0.7,0.27,0.12,0.0,stroma,False,False,True
23351,24997,10662.84,47018.21,0.0,0.81,4.04,0.0,0.12,0.0,stroma,False,False,True
23352,24998,11134.62,46769.75,0.2,1.17,0.24,0.22,0.4,0.17,stroma,False,False,True
23353,24999,10654.55,46613.94,0.0,0.94,0.59,0.31,0.61,0.56,tumor,False,False,True
23354,25000,10621.79,46965.93,0.0,1.24,2.48,0.23,0.81,0.59,stroma,False,False,True
23355,25002,10584.92,46659.85,1.21,0.3,0.58,0.11,0.11,1.52,stroma,False,False,True
23356,25003,11013.53,46612.36,0.01,1.13,0.24,0.26,0.3,0.36,tumor,False,False,True
23357,25004,10956.12,46624.83,0.0,1.34,0.45,0.19,0.68,0.59,tumor,False,False,True
23358,25005,10981.7,47012.5,0.41,1.8,0.09,0.11,0.35,0.44,tumor,False,False,True
23359,25006,10902.59,46805.73,0.19,1.49,3.78,0.39,0.2,0.6,stroma,False,False,True
23360,25008,10935.88,46617.2,0.0,1.09,0.08,0.24,0.54,2.03,tumor,False,False,True
23361,25009,10952.74,46996.15,0.0,1.17,0.5,0.1,0.28,0.52,tumor,False,False,True
23362,25010,10739.53,46873.47,0.0,1.51,5.2,0.03,0.39,0.04,tumor,False,False,True
23363,25011,10986.69,47020.41,0.09,1.23,0.19,0.39,0.47,3.02,tumor,False,False,True
23364,25012,10770.0,47008.78,0.0,0.0,0.73,0.0,0.09,0.0,stroma,False,False,True
23365,25013,11100.45,46856.04,0.2,0.82,0.13,0.2,0.14,0.03,tumor,False,False,True
23366,25014,10710.78,46813.06,0.2,1.18,0.23,0.0,0.42,1.18,tumor,False,False,True
23367,25016,10945.39,46952.43,0.2,0.25,0.67,0.26,0.39,0.2,stroma,False,False,True
23368,25017,10999.77,46619.96,0.07,0.76,0.37,0.48,0.32,0.81,stroma,False,False,True
23369,25018,10594.35,46574.82,0.0,1.1,0.51,0.14,0.16,0.6,stroma,False,False,True
23370,25019,10999.66,46826.17,0.0,0.55,0.35,0.26,0.16,0.0,stroma,False,False,True
23371,25020,10792.07,46856.5,0.04,0.93,0.16,0.28,0.1,0.39,stroma,False,False,True
23372,25021,10874.61,46927.83,0.34,0.0,4.66,0.2,0.32,0.17,stroma,False,False,True
23373,25022,10797.54,46915.11,0.0,1.96,0.08,0.25,0.48,0.47,tumor,False,False,True
23374,25023,10706.52,46845.07,0.53,0.95,0.25,0.71,0.35,0.4,tumor,False,False,True
23375,25024,10608.04,46879.87,0.19,0.74,0.31,0.02,0.34,0.52,stroma,False,False,True
23376,25025,10890.92,46812.92,0.06,0.4,0.27,0.15,0.09,0.0,stroma,False,False,True
23377,25026,11144.92,46590.15,0.17,0.22,4.49,0.06,0.21,0.02,stroma,False,False,True
23378,25027,11087.18,46619.76,0.32,1.61,0.68,0.0,0.43,0.94,stroma,False,False,True
23379,25028,10799.63,46776.3,0.12,1.57,0.37,0.6,0.41,3.78,stroma,False,False,True
23380,25029,11125.27,46641.81,0.24,0.83,0.22,0.31,0.3,0.0,stroma,False,False,True
23381,25030,10679.3,46592.91,0.26,1.08,0.39,0.34,0.43,1.13,tumor,False,False,True
23382,25031,10849.23,46506.73,0.29,0.87,0.24,0.07,0.28,1.22,stroma,False,False,True
23383,25032,10681.4,47034.04,0.0,0.21,5.38,0.62,0.08,0.15,stroma,False,False,True
23384,25033,10649.07,46924.72,0.18,0.54,1.12,0.28,0.08,0.39,stroma,False,False,True
23385,25034,11063.12,46651.77,0.18,2.11,0.59,0.0,0.52,0.23,tumor,False,False,True
23386,25035,10891.42,46810.1,0.25,0.73,0.32,0.66,0.21,0.33,stroma,False,False,True
23387,25036,10984.99,46575.72,0.6,1.81,0.55,0.69,0.53,0.48,tumor,False,False,True
23388,25037,10630.57,46942.59,0.39,1.88,1.89,0.67,0.37,2.54,tumor,False,False,True
23389,25039,10949.71,46636.49,0.44,0.0,2.66,0.0,0.23,2.11,tumor,False,False,True
