,cell.ID,nucleus.x,nucleus.y,CD15.score.normalized,CK.score.normalized,CD3.score.normalized,CD11c.score.normalized,CD20.score.normalized,CD163.score.normalized,tissue.type,in.ROI.adipose_tissue,in.ROI.necrosis,in.ROI.tumor_tissue
6870,6967,9548.99,42691.6,0.28,1.17,0.26,0.08,0.19,1.26,stroma,False,True,False
6871,6968,9700.37,42815.44,0.01,0.24,0.78,0.22,0.06,0.4,stroma,False,True,False
6872,6969,9541.07,42860.59,0.5,1.7,0.37,0.46,0.4,0.35,tumor,False,True,False
6873,6970,9525.63,42729.8,0.13,0.73,0.09,0.26,0.31,0.15,tumor,False,True,False
6874,6971,9673.59,42798.05,0.35,0.49,0.62,1.09,0.17,0.27,tumor,False,True,False
6875,6972,9408.21,42386.82,0.96,0.95,0.21,0.43,0.28,1.57,stroma,False,True,False
6876,6973,9714.58,42831.7,0.0,0.91,0.96,0.25,0.09,0.75,stroma,False,True,False
6877,6974,9891.84,42844.86,0.0,0.79,1.16,0.3,0.24,0.74,stroma,False,True,False
6878,6975,9980.42,42838.8,0.0,0.26,0.55,0.26,0.25,0.22,stroma,False,True,False
6879,6976,9573.18,42633.67,0.29,0.77,0.31,0.06,0.14,0.11,stroma,False,True,False
6880,6977,9661.18,42827.26,0.29,0.24,0.03,0.17,0.34,0.18,stroma,False,True,False
6881,6978,9636.58,42704.34,0.0,1.77,0.27,0.52,0.42,0.24,tumor,False,True,False
6882,6979,9532.13,42740.39,0.25,0.21,0.12,0.37,0.31,0.42,stroma,False,True,False
6883,6980,9499.78,42807.09,0.16,0.67,0.01,0.0,0.41,0.64,tumor,False,True,False
6884,6981,9479.81,42497.19,0.4,0.47,0.06,0.0,0.6,0.0,stroma,False,True,False
6885,6982,9876.59,42817.53,0.46,1.32,0.3,0.45,0.16,1.03,stroma,False,True,False
6886,6983,9392.62,42465.55,0.07,1.71,0.06,0.11,0.5,4.93,tumor,False,True,False
6887,6984,9463.51,42446.53,0.0,0.77,0.0,0.71,0.14,0.51,stroma,False,True,False
6888,6985,9447.09,42481.16,1.05,0.71,0.02,0.38,0.19,0.03,tumor,False,True,False
6889,6986,9518.95,42826.93,0.12,1.15,0.19,0.7,0.3,0.45,tumor,False,True,False
6890,6987,9517.53,42611.57,3.34,0.09,0.01,0.84,0.1,0.08,stroma,False,True,False
6891,6988,9656.25,42783.01,0.93,1.79,0.99,0.64,0.14,0.95,tumor,False,True,False
6892,6989,9883.02,42788.56,0.15,0.86,0.35,0.06,0.12,0.0,stroma,False,True,False
6893,6990,9556.54,42760.45,0.16,0.25,0.13,0.32,0.36,0.0,tumor,False,True,False
6894,6991,9649.83,42866.11,0.45,0.0,0.26,0.07,0.33,0.44,stroma,False,True,False
6895,6992,9565.51,42632.23,0.41,0.23,0.04,0.0,0.03,0.2,stroma,False,True,False
6896,6993,9613.84,42566.56,0.65,0.22,0.57,0.32,0.14,0.07,stroma,False,True,False
6897,6994,9511.13,42730.9,0.06,1.04,0.0,0.3,0.35,0.27,tumor,False,True,False
6898,6995,9440.95,42672.27,0.0,0.81,0.0,0.27,0.1,0.58,stroma,False,True,False
6899,6996,9611.34,42662.55,0.63,1.24,0.26,0.42,0.14,0.0,stroma,False,True,False
6900,6997,9530.92,42753.45,0.0,0.0,0.08,0.39,0.71,0.3,stroma,False,True,False
6901,6998,9778.89,42617.44,0.16,0.22,0.2,0.35,0.04,0.0,stroma,False,True,False
6902,6999,9458.16,42703.07,0.14,0.39,0.49,0.65,0.32,0.12,stroma,False,True,False
6903,7000,9493.78,42822.54,0.19,1.61,0.26,0.59,0.31,0.34,tumor,False,True,False
6904,7001,9684.57,42798.39,0.78,0.48,1.02,0.03,0.08,0.18,tumor,False,True,False
6905,7002,9598.42,42670.24,0.49,0.0,0.11,0.48,0.12,0.37,stroma,False,True,False
6906,7003,9657.15,42694.4,0.3,1.9,0.02,0.67,0.5,0.33,tumor,False,True,False
6907,7004,9426.9,42396.4,3.51,0.54,0.0,1.05,0.34,1.34,stroma,False,True,False
6908,7005,9711.2,42772.77,0.09,0.78,1.02,0.21,0.06,0.34,stroma,False,True,False
6909,7006,9659.84,42608.89,1.69,2.6,0.0,0.62,0.63,8.62,stroma,False,True,False
6910,7007,9785.27,42664.33,1.45,0.81,0.76,0.27,0.29,0.11,stroma,False,True,False
6911,7008,9474.34,42844.85,0.4,2.71,0.0,1.0,0.16,0.05,stroma,False,True,False
6912,7009,9613.38,42852.89,0.0,0.86,0.4,0.09,0.29,0.68,stroma,False,True,False
6913,7010,9797.76,42685.33,0.0,1.4,0.25,0.0,0.09,0.0,stroma,False,True,False
6914,7011,9812.72,42669.02,0.14,0.0,0.09,0.27,0.14,0.12,stroma,False,True,False
6915,7012,9590.24,42830.65,0.0,0.91,0.26,0.27,0.37,0.01,stroma,False,True,False
6916,7013,9585.86,42848.8,0.0,0.96,0.35,0.32,0.28,0.35,stroma,False,True,False
6917,7014,9734.94,42785.68,0.09,0.91,0.75,0.15,0.06,0.09,stroma,False,True,False
6918,7015,9661.88,42798.33,0.52,2.89,0.42,1.24,0.37,0.34,tumor,False,True,False
6919,7016,9495.85,42563.7,0.75,2.14,0.65,0.0,0.62,0.0,stroma,False,True,False
6920,7017,9841.91,42780.31,0.39,0.12,0.29,0.54,0.22,0.19,stroma,False,True,False
6921,7018,9868.43,42730.35,0.62,0.56,0.53,0.48,0.18,0.48,stroma,False,True,False
6922,7019,9579.18,42589.12,1.48,0.44,0.13,0.63,0.21,0.84,stroma,False,True,False
6923,7020,9592.27,42757.57,0.0,0.72,0.13,0.59,0.5,0.21,tumor,False,True,False
6924,7021,9539.95,42651.04,4.22,0.12,0.0,0.77,0.33,1.65,stroma,False,True,False
6925,7022,9473.4,42594.31,0.0,1.17,0.55,0.5,0.16,0.43,stroma,False,True,False
6926,7023,9444.78,42697.63,0.33,2.41,0.64,0.06,1.24,0.84,tumor,False,True,False
6927,7024,9479.23,42458.9,0.57,1.75,0.0,0.38,0.18,0.34,stroma,False,True,False
6928,7025,9568.78,42817.96,0.03,0.35,3.41,0.25,0.26,0.0,stroma,False,True,False
6929,7026,9413.65,42720.81,2.23,0.57,0.15,0.8,0.04,0.24,stroma,False,True,False
6930,7027,9842.13,42822.22,0.0,0.48,0.39,0.01,0.03,0.06,stroma,False,True,False
6931,7028,9795.52,42873.23,0.17,0.84,0.08,0.19,0.08,0.02,stroma,False,True,False
6932,7029,9652.95,42789.75,0.7,1.34,1.04,0.06,0.17,0.28,tumor,False,True,False
6933,7030,9625.63,42812.27,0.0,0.0,0.07,0.0,0.19,1.26,stroma,False,True,False
6934,7031,9565.58,42796.14,0.05,0.41,0.03,0.15,0.38,0.18,tumor,False,True,False
6935,7032,9490.43,42416.94,0.53,2.4,0.07,0.23,0.51,0.46,stroma,False,True,False
6936,7033,9488.51,42552.37,0.0,0.67,0.15,0.0,0.14,0.08,stroma,False,True,False
6937,7034,9553.53,42803.7,0.01,1.88,0.0,0.2,0.38,0.16,tumor,False,True,False
6938,7035,9422.06,42419.91,0.3,0.68,0.13,0.0,0.38,6.05,stroma,False,True,False
6939,7036,9506.46,42597.79,0.42,0.0,1.37,0.58,0.09,0.0,stroma,False,True,False
6940,7037,9684.73,42736.28,0.39,0.34,0.61,0.19,0.13,0.57,stroma,False,True,False
6941,7038,9527.79,42811.59,0.56,1.23,0.0,0.41,0.35,0.0,tumor,False,True,False
6942,7039,9662.31,42616.2,0.16,0.0,0.56,0.0,0.05,0.18,stroma,False,True,False
6943,7040,9686.24,42741.77,0.0,1.04,0.93,0.01,0.11,0.99,stroma,False,True,False
6944,7041,9568.62,42587.51,0.36,0.0,0.21,0.34,0.12,0.37,stroma,False,True,False
6945,7043,9609.15,42808.86,0.23,1.97,0.0,0.36,0.4,0.44,tumor,False,True,False
6946,7044,9424.24,42402.56,0.33,0.57,0.03,0.0,0.13,0.32,stroma,False,True,False
6947,7045,9681.12,42627.32,0.6,0.0,0.18,0.19,0.24,0.22,stroma,False,True,False
6948,7046,9588.9,42575.03,2.26,1.78,0.48,0.84,0.73,0.18,stroma,False,True,False
6949,7047,9652.91,42768.42,0.96,0.15,0.69,0.18,0.06,0.22,stroma,False,True,False
6950,7048,9733.28,42818.64,0.77,0.49,1.15,0.59,0.09,0.0,stroma,False,True,False
6951,7049,9911.44,42827.69,0.28,0.09,0.49,0.1,0.25,0.89,stroma,False,True,False
6952,7050,9503.49,42632.39,0.89,1.26,0.02,0.31,0.25,0.06,stroma,False,True,False
6953,7051,9419.65,42314.54,0.23,1.56,1.21,0.63,0.44,2.99,stroma,False,True,False
6954,7052,9818.26,42844.95,0.32,2.12,0.75,0.26,0.2,0.17,stroma,False,True,False
6955,7053,9685.2,42815.63,0.47,1.83,0.76,0.14,0.1,0.0,tumor,False,True,False
6956,7054,9520.99,42412.68,0.36,1.59,0.67,0.56,0.31,0.16,stroma,False,True,False
6957,7055,9461.78,42693.35,0.16,1.52,1.53,0.49,0.84,1.06,tumor,False,True,False
6958,7056,9481.87,42550.19,0.19,0.82,0.0,0.0,0.15,0.59,stroma,False,True,False
6959,7057,9520.22,42750.07,0.0,1.21,0.16,0.34,0.57,0.06,stroma,False,True,False
6960,7058,9787.22,42739.09,0.0,0.09,0.1,0.0,0.06,0.06,stroma,False,True,False
6961,7059,9503.05,42448.56,0.6,0.02,0.14,0.0,0.36,4.62,stroma,False,True,False
6962,7060,9660.98,42662.26,0.0,0.68,0.92,0.0,0.03,0.44,stroma,False,True,False
6963,7061,9760.72,42645.27,0.38,0.29,0.13,0.49,0.05,0.24,stroma,False,True,False
6964,7062,9622.38,42673.38,0.46,0.9,0.33,0.0,0.28,0.22,stroma,False,True,False
6965,7063,9685.89,42613.72,2.85,0.12,0.06,0.8,0.1,0.75,stroma,False,True,False
6966,7064,9585.31,42634.73,0.01,0.91,6.14,0.37,0.05,0.15,stroma,False,True,False
6967,7065,9903.48,42733.14,0.24,0.68,0.79,0.5,0.12,0.18,stroma,False,True,False
6968,7066,9620.94,42690.64,0.0,1.27,0.12,0.27,0.27,0.0,stroma,False,True,False
6969,7067,9464.07,42802.9,1.23,0.73,0.08,0.46,0.44,1.02,stroma,False,True,False
6970,7068,9479.81,42637.86,0.59,2.07,0.01,0.36,0.33,0.45,stroma,False,True,False
6971,7069,9525.6,42825.43,0.0,1.54,0.85,0.16,0.3,0.53,tumor,False,True,False
6972,7070,9679.22,42779.48,0.46,1.45,0.62,0.3,0.07,0.41,tumor,False,True,False
6973,7071,9544.9,42818.98,0.0,0.67,0.22,0.24,0.28,0.25,tumor,False,True,False
6974,7072,9677.67,42561.93,0.3,0.0,0.56,0.01,0.03,0.0,stroma,False,True,False
6975,7073,9462.15,42782.99,0.62,0.66,0.09,0.27,0.27,0.88,stroma,False,True,False
6976,7074,9859.99,42784.63,0.0,1.21,0.6,0.49,0.13,0.0,stroma,False,True,False
6977,7075,9578.15,42802.66,0.14,1.18,0.17,0.44,0.34,0.66,stroma,False,True,False
6978,7076,9741.21,42637.67,0.96,0.0,0.0,0.38,0.45,1.47,stroma,False,True,False
6979,7077,9745.91,42863.91,0.55,0.51,0.66,0.03,0.04,0.1,stroma,False,True,False
6980,7078,9727.93,42625.91,0.0,0.0,0.36,0.4,0.08,0.0,stroma,False,True,False
6981,7079,9708.99,42752.48,0.23,0.86,0.84,0.1,0.09,0.29,stroma,False,True,False
6982,7080,9500.4,42543.33,0.13,0.56,0.72,0.0,0.31,0.0,stroma,False,True,False
6983,7081,9480.59,42810.39,4.18,0.57,0.26,0.45,0.43,0.11,stroma,False,True,False
6984,7082,9796.32,42783.3,0.0,1.36,0.24,0.0,0.2,0.21,stroma,False,True,False
6985,7083,9556.96,42863.84,0.28,1.04,0.01,0.21,0.41,0.34,tumor,False,True,False
6986,7084,9491.95,42432.18,1.41,1.13,0.0,0.76,0.41,3.9,stroma,False,True,False
6987,7085,9807.43,42858.51,0.02,0.7,0.74,0.0,0.21,0.38,stroma,False,True,False
6988,7086,9504.15,42625.06,1.53,0.96,0.26,0.22,0.66,1.27,stroma,False,True,False
6989,7087,9582.24,42693.37,0.38,1.48,0.13,0.56,0.36,0.87,stroma,False,True,False
6990,7088,9794.29,42616.43,0.22,1.15,0.11,0.39,0.08,0.34,stroma,False,True,False
6991,7089,9604.73,42855.63,0.2,0.58,0.57,0.51,0.29,0.11,stroma,False,True,False
6992,7090,9628.16,42737.29,0.08,3.5,0.05,0.97,0.8,0.43,tumor,False,True,False
6993,7091,9817.88,42788.12,0.25,0.83,1.03,0.0,0.22,0.0,stroma,False,True,False
6994,7092,9933.41,42827.98,0.0,0.72,0.43,0.12,0.17,0.81,stroma,False,True,False
6995,7093,9962.71,42773.12,0.23,0.79,0.23,0.19,0.41,1.14,stroma,False,True,False
6996,7094,9801.22,42789.46,0.23,1.49,0.43,0.47,0.4,0.35,stroma,False,True,False
6997,7095,9396.39,42434.59,0.76,1.11,0.09,0.42,0.21,0.38,stroma,False,True,False
6998,7096,9554.35,42810.7,0.0,1.44,0.27,0.16,0.35,0.0,tumor,False,True,False
6999,7097,9495.66,42726.59,0.02,1.14,0.53,0.18,0.35,1.12,stroma,False,True,False
7000,7098,9868.52,42730.97,1.26,0.77,0.37,0.1,0.16,0.5,stroma,False,True,False
7001,7099,9390.61,42484.55,0.0,1.11,0.27,0.19,0.03,0.0,stroma,False,True,False
7002,7100,9830.6,42803.94,2.35,0.0,0.01,0.67,0.49,7.9,stroma,False,True,False
7003,7101,9592.78,42743.82,0.15,1.11,0.25,0.5,0.38,0.62,tumor,False,True,False
7004,7102,9497.53,42446.28,0.5,0.48,0.0,0.01,0.42,6.32,tumor,False,True,False
7005,7103,9377.5,42612.41,0.0,0.79,0.37,0.45,0.08,0.88,stroma,False,True,False
7006,7104,9655.59,42722.21,0.64,1.4,0.4,0.05,0.28,0.82,tumor,False,True,False
7007,7105,9690.35,42625.63,2.22,0.0,0.0,0.29,0.17,1.28,stroma,False,True,False
7008,7106,9610.94,42763.85,0.69,1.09,0.58,0.25,0.23,0.59,tumor,False,True,False
7009,7107,9454.35,42648.96,0.38,0.78,0.11,0.2,0.36,2.45,stroma,False,True,False
7010,7108,9501.07,42506.32,0.19,0.09,0.0,0.6,0.32,2.67,stroma,False,True,False
7011,7109,9600.25,42768.47,0.19,0.23,2.98,0.14,0.31,0.33,stroma,False,True,False
7012,7110,9711.87,42799.45,0.54,1.33,1.28,0.0,0.13,0.19,tumor,False,True,False
7013,7112,9953.06,42766.45,0.0,0.51,0.53,0.84,0.16,1.13,stroma,False,True,False
7014,7113,9592.09,42707.93,0.0,0.52,0.21,0.04,0.22,0.29,stroma,False,True,False
7015,7114,9515.17,42820.99,0.06,1.27,0.0,0.04,0.35,0.31,tumor,False,True,False
7016,7115,9581.87,42642.15,0.25,2.96,0.13,0.29,0.36,0.06,tumor,False,True,False
7017,7116,9450.15,42683.88,0.01,1.7,0.04,0.64,0.57,0.48,tumor,False,True,False
7018,7117,9714.05,42803.12,0.34,1.25,0.89,0.0,0.04,0.5,tumor,False,True,False
7019,7118,9512.97,42736.26,0.37,1.18,4.67,0.21,0.29,0.57,stroma,False,True,False
7020,7119,9472.47,42412.25,0.37,0.0,0.28,0.0,0.26,0.25,stroma,False,True,False
7021,7120,9568.19,42839.65,0.0,0.75,0.31,0.03,0.27,0.9,stroma,False,True,False
7022,7121,9728.46,42765.64,0.26,0.41,0.26,0.0,0.04,0.15,stroma,False,True,False
7023,7122,9448.16,42575.5,0.25,0.2,0.07,0.0,0.25,0.66,stroma,False,True,False
7024,7123,9815.42,42752.36,0.48,0.21,0.7,0.28,0.11,0.0,stroma,False,True,False
7025,7124,9558.45,42663.04,0.31,0.98,3.18,0.5,0.25,0.0,tumor,False,True,False
7026,7125,9657.18,42734.2,1.1,0.92,0.56,0.26,0.2,0.34,stroma,False,True,False
7027,7126,9385.59,42382.84,0.56,2.8,0.47,0.24,0.89,0.38,stroma,False,True,False
7028,7127,9572.52,42778.89,0.0,0.6,0.34,0.04,0.2,0.4,stroma,False,True,False
7029,7128,9686.91,42816.73,0.02,1.34,0.72,0.08,0.06,0.11,stroma,False,True,False
7030,7129,9588.03,42820.09,0.22,0.16,0.15,0.33,0.3,0.0,stroma,False,True,False
7031,7130,9945.98,42727.24,0.2,0.4,0.63,0.0,0.05,0.55,stroma,False,True,False
7032,7131,9950.98,42823.32,0.36,1.12,0.61,0.27,0.15,0.95,stroma,False,True,False
7033,7132,9439.78,42734.76,0.72,0.0,0.23,0.22,0.05,0.29,stroma,False,True,False
7034,7133,9584.9,42871.58,0.1,0.78,0.42,0.0,0.21,0.0,stroma,False,True,False
7035,7134,9597.84,42575.1,2.64,1.68,5.05,0.4,0.85,0.47,stroma,False,True,False
7036,7135,9514.78,42725.29,0.11,1.24,0.04,0.0,0.46,0.5,tumor,False,True,False
7037,7136,9806.48,42780.4,0.29,0.93,0.44,0.39,0.46,0.13,stroma,False,True,False
7038,7137,9626.49,42849.77,0.1,1.08,0.23,0.11,0.21,0.06,stroma,False,True,False
7039,7138,9461.0,42512.6,1.14,1.31,0.0,0.17,0.64,1.56,tumor,False,True,False
7040,7139,9532.69,42772.16,0.0,0.16,0.3,0.12,0.23,0.24,stroma,False,True,False
7041,7140,9489.88,42788.72,0.21,2.51,0.11,0.0,0.44,0.0,tumor,False,True,False
7042,7141,9435.33,42491.18,0.33,0.9,0.0,0.03,0.11,0.0,stroma,False,True,False
7043,7142,9482.3,42861.66,0.19,0.31,0.06,0.26,0.14,0.2,stroma,False,True,False
7044,7143,9577.79,42640.46,0.34,1.1,0.49,0.0,0.14,0.63,stroma,False,True,False
7045,7144,9387.71,42746.62,0.59,0.0,0.4,0.0,0.06,0.34,stroma,False,True,False
7046,7145,9588.88,42728.02,0.18,1.62,0.39,0.5,0.92,0.21,tumor,False,True,False
7047,7146,9443.16,42742.66,1.09,0.0,0.0,0.11,0.07,0.29,stroma,False,True,False
7048,7147,9656.44,42697.44,0.41,1.9,0.37,0.65,0.46,0.0,tumor,False,True,False
7049,7148,9705.09,42850.81,0.0,0.09,0.9,0.0,0.04,0.53,stroma,False,True,False
7050,7149,9507.31,42500.47,0.08,0.85,0.0,0.55,0.52,2.33,stroma,False,True,False
7051,7150,9512.22,42814.28,0.0,1.55,0.06,0.16,0.42,0.0,tumor,False,True,False
7052,7151,9647.88,42789.16,0.48,1.66,0.56,0.5,0.29,0.6,tumor,False,True,False
7053,7152,9695.59,42824.27,0.0,0.0,0.78,0.4,0.07,0.77,stroma,False,True,False
7054,7153,9553.03,42702.36,0.39,0.79,0.98,0.19,0.38,0.83,stroma,False,True,False
7055,7154,9479.18,42506.23,0.91,1.23,0.0,0.05,0.6,3.5,tumor,False,True,False
7056,7155,9920.08,42703.99,0.0,0.0,0.69,0.0,0.04,0.33,stroma,False,True,False
7057,7156,9493.29,42400.16,0.59,0.71,0.2,0.0,0.36,0.07,stroma,False,True,False
7058,7157,9391.43,42632.43,1.06,1.65,9.09,0.24,0.3,0.53,stroma,False,True,False
7059,7158,9409.27,42678.92,0.6,0.0,0.56,0.0,0.26,0.38,stroma,False,True,False
7060,7159,9595.53,42849.55,0.0,0.92,0.22,0.13,0.27,0.55,stroma,False,True,False
7061,7160,9820.51,42811.55,1.84,1.03,0.0,0.23,0.42,5.11,stroma,False,True,False
7062,7161,9463.61,42457.01,0.0,2.16,0.05,0.24,0.31,0.0,tumor,False,True,False
7063,7162,9923.03,42793.37,0.0,0.04,0.57,0.0,0.06,0.01,stroma,False,True,False
7064,7163,9631.77,42692.7,0.23,1.26,0.02,0.26,0.4,0.04,tumor,False,True,False
7065,7164,9628.13,42671.43,3.96,1.06,0.1,0.48,0.25,0.66,stroma,False,True,False
7066,7165,9582.19,42764.32,0.0,0.69,0.04,0.46,0.27,0.0,stroma,False,True,False
7067,7166,9587.3,42836.35,0.22,1.67,0.04,0.09,0.33,0.13,stroma,False,True,False
7068,7167,9468.12,42578.81,0.06,1.38,0.1,0.01,0.2,5.03,stroma,False,True,False
7069,7168,9602.31,42616.79,0.57,1.04,0.24,0.32,0.06,0.59,stroma,False,True,False
7070,7169,9972.01,42843.35,0.33,1.34,0.52,0.0,0.13,0.0,stroma,False,True,False
7071,7170,9573.09,42647.74,0.13,2.11,0.0,0.89,0.41,0.28,tumor,False,True,False
7072,7171,9492.44,42419.88,0.49,2.02,0.0,0.06,0.35,0.0,stroma,False,True,False
7073,7172,9804.5,42655.59,0.27,1.93,0.07,0.03,0.47,1.42,stroma,False,True,False
7074,7173,9545.21,42755.36,0.21,0.15,0.29,0.34,0.27,0.52,stroma,False,True,False
7075,7174,9528.65,42415.2,1.26,0.15,0.31,0.09,0.12,0.0,stroma,False,True,False
7076,7175,9729.69,42628.33,0.29,0.02,0.42,0.15,0.18,2.09,stroma,False,True,False
7077,7176,9485.11,42504.96,0.57,2.07,0.03,0.18,0.38,2.52,tumor,False,True,False
7078,7177,9585.68,42591.74,1.51,1.65,0.4,0.17,0.1,0.28,stroma,False,True,False
7079,7178,9607.93,42548.1,1.01,1.85,0.05,0.34,0.46,4.82,stroma,False,True,False
7080,7179,9587.09,42802.18,0.0,0.68,0.12,0.34,0.39,0.0,stroma,False,True,False
7081,7180,9609.72,42658.49,0.0,0.0,0.16,0.57,0.02,0.0,stroma,False,True,False
7082,7181,9521.85,42695.18,0.0,1.09,0.31,0.12,0.23,0.18,stroma,False,True,False
7083,7182,9435.8,42685.75,0.22,2.88,0.28,0.69,0.5,0.66,tumor,False,True,False
7084,7183,9628.79,42717.36,0.0,0.12,0.25,0.0,0.25,0.7,stroma,False,True,False
7085,7184,9603.02,42763.63,0.23,1.45,3.17,0.68,0.21,0.28,tumor,False,True,False
7086,7185,9534.71,42507.58,0.3,1.56,0.37,0.06,0.09,0.54,stroma,False,True,False
7087,7186,9428.64,42814.81,1.89,1.65,0.13,0.76,0.2,0.23,stroma,False,True,False
7088,7187,9974.02,42828.84,0.22,0.02,0.71,0.26,0.11,0.24,stroma,False,True,False
7089,7188,9431.99,42280.91,0.28,0.53,0.48,0.16,0.12,0.96,stroma,False,True,False
7090,7189,9906.42,42803.95,0.13,0.18,0.51,0.65,0.22,1.06,stroma,False,True,False
7091,7190,9888.12,42826.45,0.01,1.07,0.7,0.49,0.26,0.65,stroma,False,True,False
7092,7191,9850.34,42799.71,0.24,0.33,0.39,0.18,0.19,0.0,stroma,False,True,False
7093,7192,9598.58,42688.03,0.0,0.53,0.34,0.06,0.18,0.37,stroma,False,True,False
7094,7193,9465.87,42701.87,0.17,2.62,0.2,0.31,1.21,2.66,tumor,False,True,False
7095,7194,9598.51,42841.3,0.04,0.0,0.62,0.6,0.21,0.54,stroma,False,True,False
7096,7195,9739.07,42808.31,0.48,0.7,0.91,0.45,0.12,0.0,tumor,False,True,False
7097,7196,9859.21,42739.72,2.31,0.87,0.6,0.59,0.27,0.51,stroma,False,True,False
7098,7197,9403.62,42385.46,1.14,1.49,0.28,0.34,0.78,0.66,stroma,False,True,False
7099,7198,9872.53,42723.7,0.37,1.42,0.48,0.22,0.03,0.24,stroma,False,True,False
7100,7199,9670.05,42552.8,0.0,0.76,0.43,0.0,0.03,0.57,stroma,False,True,False
7101,7200,9690.57,42817.26,0.25,0.37,0.57,0.31,0.09,0.33,stroma,False,True,False
7102,7201,9922.75,42847.94,0.18,1.2,0.58,0.0,0.15,0.48,stroma,False,True,False
7103,7202,9816.91,42660.97,0.33,0.68,0.0,0.43,0.52,1.26,stroma,False,True,False
7104,7203,9473.07,42796.73,0.61,0.8,0.18,0.0,0.19,0.24,stroma,False,True,False
7105,7204,9672.44,42858.07,0.14,0.0,0.77,0.34,0.04,0.21,stroma,False,True,False
7106,7205,9473.13,42433.11,0.03,1.27,0.0,0.1,0.27,1.25,stroma,False,True,False
7107,7206,9533.81,42832.53,0.14,0.8,0.55,0.43,0.35,0.26,tumor,False,True,False
7108,7207,9644.01,42736.09,0.79,1.62,0.78,0.69,0.68,1.26,tumor,False,True,False
7109,7208,9408.51,42766.15,0.52,2.23,0.46,0.22,0.37,0.74,stroma,False,True,False
7110,7209,9430.77,42866.77,0.13,1.82,0.44,0.08,0.07,0.18,stroma,False,True,False
7111,7210,9648.25,42776.33,0.34,1.71,1.11,0.49,0.07,0.52,tumor,False,True,False
7112,7211,9681.74,42594.85,0.0,0.0,0.41,0.0,0.03,0.31,stroma,False,True,False
7113,7212,9440.11,42294.38,0.0,0.0,0.73,0.66,0.1,0.55,tumor,False,True,False
7114,7213,9423.01,42464.23,0.75,0.0,0.05,0.45,0.27,1.55,stroma,False,True,False
7115,7214,9475.67,42761.75,0.66,1.12,0.23,0.0,0.2,0.44,stroma,False,True,False
7116,7215,9865.83,42727.65,0.29,1.11,0.48,0.52,0.09,0.7,stroma,False,True,False
7117,7216,9950.77,42784.21,0.28,0.92,0.38,0.17,0.68,0.7,stroma,False,True,False
7118,7217,9929.3,42770.69,0.3,1.27,0.32,0.0,0.45,0.17,stroma,False,True,False
7119,7218,9464.47,42598.37,0.11,0.85,0.57,0.09,0.23,0.17,stroma,False,True,False
7120,7219,9885.98,42727.26,0.03,0.79,0.67,0.0,0.09,0.13,stroma,False,True,False
7121,7220,9503.57,42614.28,0.72,0.62,0.04,0.42,0.37,1.8,stroma,False,True,False
7122,7221,9479.28,42505.14,0.45,1.19,0.03,0.0,0.52,2.34,tumor,False,True,False
7123,7222,9807.78,42696.75,0.74,0.16,0.41,0.46,0.12,0.36,stroma,False,True,False
7124,7223,9486.69,42784.36,0.24,1.65,3.21,0.14,0.31,0.77,tumor,False,True,False
7125,7224,9855.8,42856.85,0.0,0.63,0.54,0.47,0.28,0.64,stroma,False,True,False
7126,7225,9453.87,42795.83,0.93,1.39,0.0,0.0,0.43,2.4,stroma,False,True,False
7127,7226,9488.14,42644.51,0.0,1.38,0.09,0.0,0.31,0.06,stroma,False,True,False
7128,7227,9636.94,42771.46,0.7,0.54,0.08,0.79,0.12,0.38,stroma,False,True,False
7129,7228,9532.28,42717.58,0.08,1.23,2.19,0.14,0.68,0.62,tumor,False,True,False
7130,7229,9544.76,42763.63,0.11,1.03,2.85,0.02,0.21,0.56,stroma,False,True,False
7131,7230,9529.26,42514.81,1.3,1.2,0.32,0.28,0.11,0.8,stroma,False,True,False
7132,7231,9541.75,42832.43,0.2,0.0,1.77,0.11,0.28,0.56,stroma,False,True,False
7133,7232,9615.28,42832.42,0.21,0.45,1.06,0.0,0.26,0.61,stroma,False,True,False
7134,7233,9443.14,42672.93,0.0,0.54,0.03,0.0,0.08,0.0,stroma,False,True,False
7135,7234,9626.06,42785.27,0.8,1.39,0.52,0.23,0.19,0.5,tumor,False,True,False
7136,7235,9500.3,42727.23,0.0,0.04,3.44,0.06,0.52,1.16,stroma,False,True,False
7137,7236,9676.46,42766.64,0.23,1.4,0.99,0.33,0.12,0.0,tumor,False,True,False
7138,7237,9456.32,42785.69,1.0,0.34,0.06,0.3,0.3,0.23,stroma,False,True,False
7139,7238,9525.64,42759.31,0.42,0.83,0.24,0.28,0.57,1.0,stroma,False,True,False
7140,7239,9508.14,42753.25,0.44,0.57,0.04,0.35,0.31,1.11,stroma,False,True,False
7141,7240,9423.91,42376.39,0.92,0.26,0.09,0.58,0.28,0.38,stroma,False,True,False
7142,7241,9442.63,42496.79,0.14,0.0,0.0,0.0,0.18,0.71,stroma,False,True,False
7143,7242,9612.84,42601.48,0.16,1.31,0.21,0.45,0.15,0.0,stroma,False,True,False
7144,7243,9800.97,42671.06,0.33,0.0,0.27,0.0,0.11,0.6,stroma,False,True,False
7145,7244,9651.74,42827.77,0.36,0.97,0.0,0.71,0.32,0.31,tumor,False,True,False
7146,7245,9943.01,42873.78,0.07,0.32,0.54,0.68,0.13,0.41,stroma,False,True,False
