,cell.ID,nucleus.x,nucleus.y,CD4.score.normalized,CK.score.normalized,CD3.score.normalized,CD56.score.normalized,CD8.score.normalized,FOXP3.score.normalized,tissue.type,in.ROI.adipose_tissue,in.ROI.tumor_tissue
13523,14952,15029.55,38229.91,1.05,0.12,1.93,0.12,0.09,0.82,stroma,False,True
13524,14953,15324.97,38275.11,0.6,0.28,0.4,0.15,0.69,0.05,stroma,False,True
13525,14954,15067.59,38073.19,0.0,0.29,0.18,0.05,0.0,0.23,stroma,False,True
13526,14955,15091.06,38488.76,0.0,0.14,0.12,0.12,0.57,0.13,stroma,False,True
13527,14956,15148.7,38097.54,0.27,0.03,0.9,0.22,2.97,0.15,stroma,False,True
13528,14957,15586.85,38287.54,0.0,0.41,0.09,0.11,0.0,0.01,stroma,False,True
13529,14958,15115.86,38317.68,0.88,0.6,1.36,0.18,0.34,0.0,stroma,False,True
13530,14959,15474.73,38137.28,0.0,0.05,0.27,0.07,0.36,0.0,stroma,False,True
13531,14960,15524.87,38619.22,0.0,0.17,0.16,0.12,0.42,0.16,stroma,False,True
13532,14961,15352.86,38530.64,0.21,0.09,5.91,0.06,0.37,0.0,stroma,False,True
13533,14962,15570.78,38514.55,0.0,0.2,0.0,0.16,0.07,0.24,stroma,False,True
13534,14963,15343.0,38483.17,0.0,0.31,0.03,0.11,0.0,0.04,stroma,False,True
13535,14964,15045.14,38173.85,0.4,0.28,0.66,0.08,0.56,0.02,stroma,False,True
13536,14965,15049.72,38082.43,0.8,0.54,4.99,0.09,1.99,0.08,stroma,False,True
13537,14966,15070.24,38435.0,0.0,0.03,0.0,0.1,0.0,0.0,stroma,False,True
13538,14967,15148.06,38265.34,0.0,0.41,0.76,0.13,0.36,0.24,stroma,False,True
13539,14968,15596.23,38514.86,0.14,0.28,0.19,0.17,0.0,0.05,stroma,False,True
13540,14969,15564.08,38477.96,0.06,0.2,0.39,0.08,0.16,0.15,stroma,False,True
13541,14970,15172.15,38474.38,0.69,0.28,0.32,0.16,0.69,0.17,stroma,False,True
13542,14971,15120.78,38297.11,1.07,0.56,1.74,0.26,0.64,0.27,stroma,False,True
13543,14972,15077.31,38249.95,0.59,0.69,0.44,1.62,0.05,0.0,stroma,False,True
13544,14973,15549.68,38338.48,0.29,0.04,0.25,0.04,0.0,0.08,stroma,False,True
13545,14974,15255.36,38180.85,0.32,0.51,0.27,0.04,0.17,0.13,stroma,False,True
13546,14975,15582.49,38383.68,0.24,0.15,0.3,0.07,0.0,0.0,stroma,False,True
13547,14976,15152.65,38070.32,0.36,0.22,4.41,0.19,2.53,0.21,stroma,False,True
13548,14977,15273.09,38286.65,1.0,0.1,9.24,0.26,3.15,0.45,stroma,False,True
13549,14978,15197.82,38034.95,0.98,0.16,3.74,0.21,0.4,0.0,stroma,False,True
13550,14979,15243.29,38600.23,1.29,0.37,1.89,0.19,0.98,0.27,stroma,False,True
13551,14980,15585.03,38601.51,0.95,0.06,5.3,0.07,0.09,0.33,stroma,False,True
13552,14981,15127.7,38325.75,0.08,0.32,0.7,0.13,0.47,0.29,stroma,False,True
13553,14982,15592.77,38396.19,0.0,0.08,0.59,0.05,0.02,0.0,stroma,False,True
13554,14983,15184.01,38177.96,1.19,0.19,4.39,0.35,0.93,2.03,stroma,False,True
13555,14984,15057.79,38230.35,0.11,0.13,0.39,0.19,0.37,0.11,stroma,False,True
13556,14985,15097.02,38445.0,0.02,0.09,0.1,0.11,0.0,0.06,stroma,False,True
13557,14986,15190.28,38605.17,0.86,0.0,2.72,0.12,0.43,0.07,stroma,False,True
13558,14987,15566.27,38449.85,0.15,0.0,0.27,0.0,0.0,0.0,stroma,False,True
13559,14988,15483.5,38076.98,0.08,0.0,0.05,0.08,0.0,0.0,stroma,False,True
13560,14989,15536.34,38947.64,0.0,0.14,0.71,0.15,0.0,0.05,stroma,False,True
13561,14990,15455.05,39004.61,0.22,0.15,0.07,0.0,0.07,0.13,stroma,False,True
13562,14991,15404.02,39140.69,0.34,0.49,1.09,0.02,0.22,0.15,stroma,False,True
13563,14992,15323.05,39031.1,0.09,0.0,0.32,0.04,0.0,0.18,stroma,False,True
13564,14993,15260.59,38677.03,0.61,0.09,1.34,0.11,0.0,0.19,stroma,False,True
13565,14994,15388.9,39099.6,0.29,0.11,0.0,0.0,0.01,0.06,stroma,False,True
13566,14995,15038.89,38726.28,0.17,0.25,0.0,0.14,0.0,0.0,stroma,False,True
13567,14996,15605.53,39131.2,1.48,0.1,4.83,0.4,3.25,0.11,stroma,False,True
13568,14997,15342.32,39039.07,0.07,0.12,0.62,0.0,0.14,0.07,stroma,False,True
13569,14998,15572.73,38940.28,0.19,0.18,0.1,0.02,0.43,0.27,stroma,False,True
13570,14999,15297.31,38690.73,1.45,0.95,2.92,0.13,0.73,0.26,stroma,False,True
13571,15000,15141.57,38854.91,0.35,0.0,0.12,0.17,0.0,0.25,stroma,False,True
13572,15001,15386.35,38687.27,0.48,0.08,1.73,0.3,1.26,0.0,stroma,False,True
13573,15002,15322.22,39139.03,0.0,0.17,0.67,0.05,0.31,0.31,stroma,False,True
13574,15003,15281.05,38895.64,0.0,0.0,0.0,0.0,0.05,0.0,stroma,False,True
13575,15004,15166.22,38917.87,0.48,0.18,0.12,0.07,0.0,0.25,stroma,False,True
13576,15005,15340.16,39044.15,0.0,0.19,0.59,0.06,0.09,0.11,stroma,False,True
13577,15006,15034.08,38711.9,0.3,0.48,0.12,0.19,0.1,0.18,stroma,False,True
13578,15007,15546.57,39034.16,0.23,0.07,0.04,0.02,0.0,0.11,stroma,False,True
13579,15008,15485.69,39090.87,0.0,0.29,0.5,0.17,0.0,0.11,stroma,False,True
13580,15009,15500.68,39102.2,0.43,0.27,0.45,0.15,0.28,0.0,stroma,False,True
13581,15010,15218.03,38956.15,0.12,0.14,0.0,0.06,0.0,0.21,stroma,False,True
13582,15011,15423.56,39128.17,0.0,0.48,4.51,0.15,0.28,0.2,stroma,False,True
13583,15012,15345.59,38695.53,1.75,0.68,4.05,0.36,3.23,0.49,stroma,False,True
13584,15013,15179.93,38781.91,0.22,0.46,0.17,0.15,0.7,0.09,stroma,False,True
13585,15014,15086.32,38799.3,0.59,0.14,0.08,0.16,0.38,0.0,stroma,False,True
13586,15015,15294.34,38713.49,0.0,0.0,0.14,0.18,0.73,0.38,stroma,False,True
13587,15016,15464.13,39105.63,0.55,0.2,0.75,0.17,0.0,0.22,stroma,False,True
13588,15017,15490.52,38765.01,0.33,0.0,0.09,0.06,0.01,0.0,stroma,False,True
13589,15018,15454.88,38847.94,0.58,0.16,0.16,0.17,0.14,0.0,stroma,False,True
13590,15019,15427.24,38837.41,1.09,0.11,0.97,0.18,0.0,0.25,stroma,False,True
13591,15020,15529.57,39004.59,0.43,0.13,0.0,0.0,0.1,0.0,stroma,False,True
13592,15021,15382.95,39044.06,0.04,0.36,0.41,0.12,0.19,0.08,stroma,False,True
13593,15022,15176.54,38744.09,0.0,0.0,0.0,0.11,0.48,0.0,stroma,False,True
13594,15023,15582.06,39190.4,2.41,0.13,3.79,0.25,0.45,0.0,stroma,False,True
13595,15024,15419.63,39169.32,0.11,0.42,0.7,0.15,0.0,0.4,stroma,False,True
13596,15025,15484.43,38666.57,0.51,0.23,0.24,0.15,0.32,0.3,stroma,False,True
13597,15026,15436.08,38832.89,0.0,0.03,0.0,0.14,0.54,0.45,stroma,False,True
13598,15027,15181.96,38915.8,0.32,0.01,0.07,0.0,0.24,0.11,stroma,False,True
13599,15028,15301.89,38695.43,0.65,0.39,4.84,0.22,2.15,0.13,stroma,False,True
13600,15029,15027.92,38667.89,0.0,0.01,0.06,0.06,0.28,0.0,stroma,False,True
13601,15030,15458.38,38755.64,0.74,0.19,0.01,0.13,0.06,0.38,stroma,False,True
13602,15031,15608.38,38666.77,0.0,0.0,0.33,0.12,0.03,0.18,stroma,False,True
13603,15032,15482.05,38874.14,0.21,0.29,0.17,0.19,0.05,0.3,stroma,False,True
13604,15033,15144.86,39187.65,0.36,0.15,0.23,0.07,0.14,0.12,stroma,False,True
13605,15034,15543.3,39189.47,1.22,0.21,3.43,0.2,0.06,0.2,stroma,False,True
13606,15035,15454.82,39198.42,0.0,0.17,1.15,0.04,0.0,0.0,stroma,False,True
13607,15036,15053.78,38719.85,0.56,0.09,0.0,0.02,0.0,0.0,stroma,False,True
13608,15037,15325.42,39068.75,0.17,0.47,0.26,0.08,0.0,0.0,stroma,False,True
13609,15038,15355.07,38991.37,0.0,0.09,0.03,0.0,0.02,0.29,stroma,False,True
13610,15039,15453.16,39077.92,0.28,0.15,0.72,0.09,0.0,0.04,stroma,False,True
13611,15040,15013.09,38695.93,0.92,0.37,2.98,0.09,0.0,0.34,stroma,False,True
13612,15041,15345.15,38751.2,0.04,0.31,0.38,0.09,0.0,0.14,stroma,False,True
13613,15042,15337.66,38650.56,1.57,0.08,0.51,0.16,0.14,0.28,stroma,False,True
13614,15043,15157.82,38776.97,0.0,0.51,0.28,0.11,0.17,0.38,stroma,False,True
13615,15044,15250.81,38852.8,0.0,0.08,0.27,0.05,0.14,0.0,stroma,False,True
13616,15045,15554.68,38947.73,0.58,0.15,0.11,0.09,0.16,0.0,stroma,False,True
13617,15046,15110.46,38746.42,0.25,0.23,0.2,0.09,0.23,0.14,stroma,False,True
13618,15047,15557.33,39144.66,0.15,0.3,0.22,0.11,0.14,0.0,stroma,False,True
13619,15048,15254.79,38992.89,1.1,0.2,0.77,0.17,0.51,0.22,stroma,False,True
13620,15049,15320.9,38711.26,0.36,0.65,0.6,0.05,0.47,0.19,stroma,False,True
13621,15050,15104.72,38739.56,0.0,0.0,0.02,0.04,0.0,0.0,stroma,False,True
13622,15051,15564.55,39191.19,0.63,0.04,3.73,0.18,0.78,0.13,stroma,False,True
13623,15052,15226.65,38697.88,0.03,0.02,0.04,0.0,0.0,0.42,stroma,False,True
13624,15053,15360.48,39096.93,0.0,0.18,0.28,0.09,0.0,0.27,stroma,False,True
13625,15054,15546.15,38712.89,0.7,0.06,0.32,0.12,0.53,0.24,stroma,False,True
13626,15055,15445.36,38661.3,2.69,0.23,5.14,0.36,0.68,0.18,stroma,False,True
13627,15056,15584.81,38809.61,0.0,0.28,0.34,0.13,0.02,0.09,stroma,False,True
13628,15057,15178.29,38780.2,0.0,0.26,0.22,0.09,0.46,0.0,stroma,False,True
13629,15058,15491.71,38846.37,0.17,0.17,0.53,0.13,0.41,0.0,stroma,False,True
13630,15059,15267.05,38663.67,0.31,0.86,0.0,0.23,1.22,0.37,stroma,False,True
13631,15060,15415.15,38784.24,2.62,0.24,6.76,0.52,0.61,0.86,stroma,False,True
13632,15061,15439.99,39051.9,0.0,0.1,0.26,0.03,0.11,0.13,stroma,False,True
13633,15062,15293.17,39025.25,0.0,0.23,0.5,0.09,0.0,0.0,stroma,False,True
13634,15063,15326.54,38755.57,1.56,0.16,1.57,0.29,0.91,0.03,stroma,False,True
13635,15064,15586.59,38968.83,0.11,0.19,0.12,0.13,0.0,0.0,stroma,False,True
13636,15065,15091.68,38897.99,0.31,0.3,0.11,0.07,0.0,0.07,stroma,False,True
13637,15066,15362.19,38696.08,0.0,0.16,0.0,0.18,0.02,0.02,stroma,False,True
13638,15067,15599.15,39102.84,0.29,0.23,0.24,0.05,0.0,0.0,stroma,False,True
13639,15068,15429.98,38708.97,0.17,0.14,0.23,0.2,0.2,0.05,stroma,False,True
13640,15069,15292.71,38983.37,0.0,0.0,0.01,0.24,0.11,0.3,stroma,False,True
13641,15070,15318.95,39163.52,0.01,0.22,0.32,0.12,0.04,0.0,stroma,False,True
13642,15071,15451.26,38835.89,0.49,0.26,0.08,0.1,0.63,0.08,stroma,False,True
13643,15072,15518.75,39187.54,0.0,0.23,0.79,0.06,0.0,0.3,stroma,False,True
13644,15073,15504.66,38805.86,0.0,0.45,0.26,0.09,0.0,0.31,stroma,False,True
13645,15074,15260.04,38637.12,0.68,0.33,0.71,0.27,1.07,0.5,stroma,False,True
13646,15075,15397.69,39130.12,0.02,0.2,0.59,0.09,0.09,0.09,stroma,False,True
13647,15076,15228.13,38641.93,0.0,0.24,0.17,0.08,0.21,0.18,stroma,False,True
13648,15077,15185.97,38852.81,0.0,0.08,0.0,0.08,0.01,0.21,stroma,False,True
13649,15078,15273.58,39155.67,0.0,0.07,0.27,0.12,0.0,0.33,stroma,False,True
13650,15079,15351.42,38712.51,2.27,0.31,3.24,0.34,0.14,0.1,stroma,False,True
13651,15080,15606.47,39077.96,0.33,0.27,0.13,0.0,0.0,0.04,stroma,False,True
13652,15081,15448.33,38682.69,0.89,0.06,0.74,0.88,0.05,0.16,stroma,False,True
13653,15082,15458.47,38797.57,0.0,0.18,0.41,0.01,0.0,0.18,stroma,False,True
13654,15083,15595.7,38858.83,0.22,0.2,0.46,0.11,0.0,0.16,stroma,False,True
13655,15084,15346.84,39030.89,0.7,0.0,0.26,0.18,0.0,0.13,stroma,False,True
13656,15085,15568.08,38854.51,3.66,0.39,10.31,0.61,1.19,0.21,stroma,False,True
13657,15086,15416.99,38716.44,0.51,0.2,1.86,0.17,0.24,0.0,stroma,False,True
13658,15087,15329.98,38740.59,2.28,0.25,4.31,0.33,0.97,0.44,stroma,False,True
13659,15088,15368.62,38656.85,2.43,0.0,3.4,0.32,0.2,0.23,stroma,False,True
13660,15089,15277.17,38703.44,0.23,0.0,0.19,0.09,0.0,0.01,stroma,False,True
13661,15090,15545.5,38869.74,0.0,0.12,0.0,0.15,0.07,0.0,stroma,False,True
13662,15091,15264.76,38975.68,0.11,0.11,0.0,0.1,0.0,0.21,stroma,False,True
13663,15092,15019.5,38835.47,0.02,0.16,0.28,0.15,0.0,0.0,stroma,False,True
13664,15093,15471.83,39142.29,0.2,0.23,0.18,0.15,0.0,0.0,stroma,False,True
13665,15094,15327.75,38677.42,2.18,0.35,3.77,0.51,1.86,0.17,stroma,False,True
13666,15095,15431.56,39171.87,0.0,0.2,0.45,0.16,0.2,0.0,stroma,False,True
13667,15096,15586.13,38844.48,0.0,0.35,0.12,0.19,0.0,0.41,stroma,False,True
13668,15097,15169.25,38747.8,0.04,0.09,0.0,0.03,0.35,0.15,stroma,False,True
13669,15098,15502.12,38648.05,0.88,0.0,2.6,0.12,0.67,0.13,stroma,False,True
13670,15099,15200.79,38938.82,0.4,0.08,0.07,0.0,0.09,0.29,stroma,False,True
13671,15100,15531.24,38879.3,0.06,0.45,0.0,0.18,0.0,0.26,stroma,False,True
13672,15101,15277.17,38653.59,0.1,0.91,0.0,0.23,0.91,0.0,stroma,False,True
13673,15102,15271.15,38958.42,0.45,0.19,0.15,0.13,0.0,0.32,stroma,False,True
13674,15103,15351.36,39129.83,0.37,0.0,0.06,0.04,0.0,0.14,stroma,False,True
13675,15104,15145.2,38773.26,0.0,0.25,0.0,0.08,0.75,0.24,stroma,False,True
13676,15105,15241.56,38987.7,0.34,0.0,0.02,0.04,0.0,0.05,stroma,False,True
13677,15106,15525.32,38882.68,0.0,1.62,0.0,0.0,0.17,0.11,stroma,False,True
13678,15107,15355.22,39131.93,0.0,0.21,0.38,0.1,0.0,0.02,stroma,False,True
13679,15108,15062.49,38905.85,0.06,0.58,0.27,0.18,0.0,0.0,stroma,False,True
13680,15109,15302.61,38642.29,2.73,0.17,4.35,0.44,1.27,0.43,stroma,False,True
13681,15110,15424.01,38985.0,0.08,0.06,0.0,0.1,0.0,0.26,stroma,False,True
13682,15111,15349.13,39067.82,0.28,0.16,0.17,0.0,0.25,0.32,stroma,False,True
13683,15112,15445.7,38809.96,2.37,0.31,1.28,0.17,0.0,0.2,stroma,False,True
13684,15113,15255.93,38979.7,0.0,0.13,0.14,0.11,0.0,0.0,stroma,False,True
13685,15114,15314.47,38719.25,0.52,0.71,0.31,0.17,0.0,0.0,stroma,False,True
13686,15115,15534.54,38916.25,0.0,0.17,0.08,0.06,0.19,0.0,stroma,False,True
13687,15116,15148.23,38745.56,0.0,0.08,0.0,0.13,0.0,0.07,stroma,False,True
13688,15117,15480.93,39119.31,0.41,0.52,1.04,0.07,0.0,0.35,stroma,False,True
13689,15118,15351.0,38682.49,1.08,0.1,0.43,0.1,0.04,0.22,stroma,False,True
13690,15119,15367.45,39200.85,0.12,0.2,0.36,0.04,0.02,0.26,stroma,False,True
13691,15120,15455.0,38945.73,0.0,0.21,0.23,0.03,0.19,0.35,stroma,False,True
13692,15121,15300.89,38666.19,0.19,0.44,0.6,0.14,0.45,0.54,stroma,False,True
13693,15122,15045.92,39107.89,0.0,0.03,0.0,0.04,0.0,0.0,stroma,False,True
13694,15123,15546.58,38743.49,0.39,0.08,0.16,0.12,0.14,0.32,stroma,False,True
13695,15124,15380.48,38755.32,0.0,0.35,0.21,0.08,0.25,0.19,stroma,False,True
13696,15125,15326.08,38731.92,1.71,0.21,0.78,0.07,0.34,0.16,stroma,False,True
13697,15126,15126.32,38776.18,0.3,0.31,0.02,0.12,0.0,0.0,stroma,False,True
13698,15127,15020.77,38699.28,0.37,0.24,0.0,0.08,0.05,0.0,stroma,False,True
13699,15128,15176.02,38675.01,0.0,0.16,0.14,0.03,0.03,0.0,stroma,False,True
13700,15129,15431.17,39178.93,0.16,0.33,0.78,0.17,0.17,0.14,stroma,False,True
13701,15130,15410.09,38792.96,0.0,0.26,0.27,0.03,0.0,0.29,stroma,False,True
13702,15131,15204.36,38965.55,0.01,0.28,0.0,0.0,0.0,0.13,stroma,False,True
13703,15132,15444.36,38828.12,1.52,0.18,0.24,0.18,0.55,0.12,stroma,False,True
13704,15133,15503.61,38671.3,0.39,0.25,0.22,0.07,0.33,0.0,stroma,False,True
13705,15134,15181.02,38921.01,0.0,0.19,0.2,0.18,0.0,0.0,stroma,False,True
13706,15135,15437.27,39057.23,0.23,0.19,0.54,0.0,0.15,0.23,stroma,False,True
13707,15136,15549.21,39211.08,0.71,0.14,0.21,0.15,0.17,0.0,stroma,False,True
13708,15137,15434.37,38682.97,0.36,0.05,0.0,0.2,0.52,0.06,stroma,False,True
13709,15138,15049.1,39095.14,0.26,0.12,0.0,0.07,0.0,0.0,stroma,False,True
13710,15139,15159.12,39151.79,0.15,0.09,0.0,0.02,0.0,0.08,stroma,False,True
13711,15140,15467.43,39142.87,0.0,0.35,0.74,0.14,0.07,0.3,stroma,False,True
13712,15141,15558.81,38799.92,0.23,0.19,0.17,0.02,0.58,0.05,stroma,False,True
13713,15142,15149.23,38721.75,0.24,0.05,0.15,0.03,0.27,0.0,stroma,False,True
13714,15143,15148.8,39178.21,0.0,0.0,0.04,0.04,0.14,0.15,stroma,False,True
13715,15144,15511.91,38687.95,2.39,0.1,7.36,0.4,0.4,0.49,stroma,False,True
13716,15145,15355.42,39211.61,0.0,0.27,0.65,0.0,0.11,0.29,stroma,False,True
13717,15146,15373.42,38631.97,0.65,0.01,1.56,0.11,0.08,0.12,stroma,False,True
13718,15147,15296.94,38633.33,0.96,0.27,2.01,0.17,0.0,0.2,stroma,False,True
13719,15148,15080.4,38893.06,0.42,0.09,0.03,0.1,0.0,0.05,stroma,False,True
13720,15149,15545.63,38745.76,0.0,0.11,0.22,0.14,0.0,0.23,stroma,False,True
13721,15150,15606.92,38818.42,0.63,0.2,0.0,0.05,0.25,0.11,stroma,False,True
13722,15151,15395.95,39059.34,0.24,0.32,0.44,0.01,0.03,0.0,stroma,False,True
13723,15152,15219.92,38652.85,0.0,0.14,0.64,0.11,0.46,0.21,stroma,False,True
13724,15153,15454.79,38744.27,0.87,0.19,6.98,0.25,0.68,0.64,stroma,False,True
13725,15154,15498.32,38871.48,0.0,0.16,0.13,0.11,0.02,0.11,stroma,False,True
13726,15155,15202.09,38743.8,0.0,0.12,0.14,0.0,0.01,0.0,stroma,False,True
13727,15156,15518.7,38661.94,0.57,0.32,0.18,0.1,0.25,0.0,stroma,False,True
13728,15157,15505.71,39077.19,0.0,0.14,0.32,0.16,0.0,0.08,stroma,False,True
13729,15158,15505.59,39131.38,0.41,0.36,0.82,0.15,0.16,0.0,stroma,False,True
13730,15159,15557.83,38883.83,0.0,0.51,0.0,0.12,0.35,0.0,stroma,False,True
13731,15160,15405.82,38791.85,0.44,0.3,0.24,0.12,0.25,0.1,stroma,False,True
13732,15161,15419.91,38762.23,0.77,0.0,0.07,0.12,0.17,0.07,stroma,False,True
13733,15162,15449.43,38848.09,0.51,0.06,0.1,0.03,0.13,0.34,stroma,False,True
13734,15163,15400.62,39068.2,0.56,0.14,0.51,0.02,0.0,0.01,stroma,False,True
13735,15164,15542.86,38890.97,0.01,1.14,0.21,0.15,0.0,0.08,stroma,False,True
13736,15165,15447.76,39096.4,0.3,0.02,0.9,0.04,0.0,0.0,stroma,False,True
13737,15166,15374.53,39086.74,0.0,0.09,0.47,0.08,0.46,0.02,stroma,False,True
13738,15167,15030.91,38754.23,0.0,0.19,0.15,0.03,0.0,0.19,stroma,False,True
13739,15168,15171.85,38754.45,0.0,0.13,0.12,0.0,0.54,0.01,stroma,False,True
13740,15169,15214.47,38675.84,0.53,0.35,0.05,0.14,0.41,0.08,stroma,False,True
13741,15170,15494.75,39211.64,0.08,0.25,0.19,0.13,0.0,0.0,stroma,False,True
13742,15171,15329.47,39019.88,0.0,0.35,0.3,0.12,0.0,0.22,stroma,False,True
13743,15172,15461.87,38713.11,0.38,0.11,0.33,0.09,0.42,0.33,stroma,False,True
13744,15174,15346.06,39002.96,0.75,0.0,0.18,0.17,1.01,0.36,stroma,False,True
13745,15175,15519.32,39209.61,0.07,0.24,0.39,0.15,0.07,0.4,stroma,False,True
13746,15176,15231.54,38664.07,1.09,0.22,2.01,0.23,0.0,0.05,stroma,False,True
13747,15177,15460.55,39086.75,0.0,0.06,0.25,0.05,0.0,0.0,stroma,False,True
13748,15178,15165.46,38850.25,0.0,0.0,0.2,0.0,0.18,0.38,stroma,False,True
13749,15179,15243.15,38741.11,0.26,0.08,0.0,0.06,0.11,0.0,stroma,False,True
13750,15180,15410.06,39187.02,0.58,0.52,0.46,0.03,0.0,0.24,stroma,False,True
13751,15181,15132.69,39147.72,0.0,0.08,0.0,0.06,0.04,0.14,stroma,False,True
13752,15182,15602.32,38776.78,0.61,0.1,0.13,0.0,0.0,0.0,stroma,False,True
13753,15183,15318.23,39012.02,0.5,0.05,0.81,0.21,0.01,0.0,stroma,False,True
13754,15184,15182.16,38781.9,0.53,0.37,0.13,0.17,0.58,0.0,stroma,False,True
13755,15185,15406.98,38855.78,0.0,0.16,0.0,0.01,0.0,0.14,stroma,False,True
13756,15186,15562.47,39124.91,0.03,0.12,1.81,0.25,0.19,0.03,stroma,False,True
13757,15187,15192.72,38931.67,0.09,0.04,0.0,0.05,0.08,0.0,stroma,False,True
13758,15188,15353.17,39045.31,0.0,0.08,0.14,0.01,0.13,0.0,stroma,False,True
13759,15189,15315.72,39024.7,0.0,0.19,0.05,0.06,0.0,0.1,stroma,False,True
13760,15190,15554.82,39161.8,0.16,0.23,0.46,0.23,0.11,0.34,stroma,False,True
13761,15191,15599.09,39134.37,0.0,0.14,0.3,0.08,1.07,0.23,stroma,False,True
13762,15192,15610.5,39060.59,0.0,0.27,0.45,0.06,0.0,0.09,stroma,False,True
13763,15193,15109.56,39149.79,0.0,0.0,0.0,0.09,0.06,0.23,stroma,False,True
13764,15194,15365.41,38708.42,3.45,0.25,4.23,0.34,1.09,0.08,stroma,False,True
13765,15195,15342.39,38660.67,2.0,0.41,5.24,0.34,0.91,0.46,stroma,False,True
13766,15196,15574.44,39080.73,0.0,0.19,0.0,0.21,0.0,0.3,stroma,False,True
13767,15197,15498.15,39117.4,1.14,0.18,0.57,0.28,0.06,0.28,stroma,False,True
13768,15198,15045.72,38793.19,0.4,0.11,0.1,0.03,0.4,0.0,stroma,False,True
13769,15199,15606.32,38832.73,0.8,0.33,0.16,0.15,0.43,0.0,stroma,False,True
13770,15200,15107.82,38923.3,0.13,0.12,0.0,0.1,0.22,0.0,stroma,False,True
13771,15201,15435.36,38673.8,0.35,0.23,0.29,0.09,0.31,0.07,stroma,False,True
13772,15202,15410.17,39089.53,0.0,0.25,0.5,0.07,0.0,0.04,stroma,False,True
13773,15203,15432.79,39163.77,0.0,0.39,0.51,0.03,0.06,0.0,stroma,False,True
13774,15204,15335.89,39075.82,0.0,0.44,0.34,0.19,0.2,0.1,stroma,False,True
13775,15205,15403.28,39120.33,0.41,0.35,0.1,0.07,0.0,0.0,stroma,False,True
13776,15206,15152.03,38741.11,0.0,0.06,0.05,0.06,0.1,0.39,stroma,False,True
13777,15207,15437.44,39078.73,0.0,0.2,0.0,0.08,0.0,0.17,stroma,False,True
13778,15208,15015.21,38706.66,0.0,0.23,0.2,0.06,0.23,0.02,stroma,False,True
13779,15209,15411.28,38741.05,0.27,0.04,0.29,0.04,0.53,0.1,stroma,False,True
13780,15210,15189.73,38781.78,0.42,0.62,0.23,0.08,0.43,0.62,stroma,False,True
13781,15211,15464.11,39123.58,0.28,0.27,0.79,0.09,0.23,0.07,stroma,False,True
13782,15212,15226.08,38818.44,0.0,0.06,0.09,0.18,0.0,0.0,stroma,False,True
13783,15213,15364.93,39042.4,0.0,0.14,0.52,0.08,0.3,0.14,stroma,False,True
13784,15214,15138.0,38733.5,0.0,0.17,0.08,0.06,0.28,0.0,stroma,False,True
13785,15215,15444.86,39108.47,0.0,1.24,0.5,0.25,0.0,0.15,stroma,False,True
13786,15216,15308.74,39024.93,0.0,0.13,0.0,0.04,0.27,0.21,stroma,False,True
13787,15217,15533.33,38815.27,0.0,0.01,0.05,0.0,0.0,0.21,stroma,False,True
13788,15218,15010.49,38949.27,0.0,0.07,0.02,0.06,0.0,0.24,stroma,False,True
13789,15219,15562.46,38696.37,0.18,0.06,0.0,0.0,0.0,0.03,stroma,False,True
13790,15220,15366.23,39205.96,0.0,0.58,0.94,0.12,0.06,0.2,stroma,False,True
13791,15221,15567.67,38949.42,0.04,0.17,0.77,0.24,1.41,0.08,stroma,False,True
13792,15222,15528.14,39117.27,0.0,0.52,0.68,0.11,0.43,0.2,stroma,False,True
13793,15223,15554.64,38660.84,0.34,0.03,0.19,0.01,0.0,0.0,stroma,False,True
13794,15224,15277.81,39014.48,1.33,0.02,0.06,0.19,0.05,0.05,stroma,False,True
13795,15225,15362.5,38681.61,0.11,0.23,0.0,0.19,0.24,0.1,stroma,False,True
13796,15226,15587.95,39169.21,0.0,0.29,0.29,0.09,0.44,0.36,stroma,False,True
13797,15227,15585.87,39158.48,0.48,0.24,0.3,0.22,0.38,0.0,stroma,False,True
13798,15228,15097.25,38923.42,1.1,0.58,0.24,0.15,0.0,0.06,stroma,False,True
13799,15229,15376.18,39037.7,0.25,0.0,0.45,0.0,0.0,0.27,stroma,False,True
13800,15230,15428.46,39081.18,0.64,0.1,0.59,0.09,0.37,0.46,stroma,False,True
13801,15231,15462.43,39131.23,0.0,0.45,0.4,0.05,0.0,0.0,stroma,False,True
13802,15232,15363.03,39138.87,0.09,0.26,0.51,0.03,0.32,0.16,stroma,False,True
13803,15233,15176.85,38762.92,0.0,0.06,0.05,0.0,0.28,0.07,stroma,False,True
13804,15234,15327.76,38734.61,3.1,0.3,0.47,0.35,1.17,0.0,stroma,False,True
13805,15235,15529.43,38943.72,0.0,0.04,0.01,0.09,0.37,0.01,stroma,False,True
13806,15236,15355.8,39021.45,0.0,0.2,0.49,0.11,0.22,0.23,stroma,False,True
13807,15237,15368.75,38679.87,0.87,0.23,2.21,0.1,0.78,0.23,stroma,False,True
13808,15238,15535.63,39177.31,0.05,0.28,0.25,0.15,0.0,0.23,stroma,False,True
13809,15239,15340.54,39215.42,0.19,0.35,0.3,0.14,0.2,0.03,stroma,False,True
13810,15240,15397.7,38694.92,0.0,0.16,0.13,0.07,0.01,0.0,stroma,False,True
13811,15241,15371.95,39022.81,0.73,0.01,0.0,0.04,0.0,0.0,stroma,False,True
